date,open,high,low,close,volume
2024-06-25,112.85,114.02,111.49,112.66,1090127
2024-06-26,112.66,113.83,111.27,112.44,1098046
2024-06-27,112.44,113.62,111.02,112.2,1105965
2024-06-28,112.2,113.39,110.75,111.94,1113884
2024-07-01,111.94,113.14,110.46,111.66,1121803
2024-07-02,111.66,112.87,110.15,111.36,1129722
2024-07-03,111.36,112.57,109.82,111.04,1137641
2024-07-04,111.04,112.26,109.47,110.69,1145560
2024-07-05,110.69,111.92,109.11,110.33,1153479
2024-07-08,110.33,111.57,108.73,109.96,1161398
2024-07-09,109.96,111.2,108.33,109.57,1169317
2024-07-10,109.57,110.81,107.92,109.16,1177236
2024-07-11,109.16,110.41,107.49,108.74,1185155
2024-07-12,108.74,109.99,107.05,108.31,1193074
2024-07-15,108.31,109.56,106.61,107.86,1200993
2024-07-16,107.86,109.12,106.15,107.41,1208912
2024-07-17,107.41,108.67,105.68,106.94,1216831
2024-07-18,106.94,108.21,105.21,106.47,1224750
2024-07-19,106.47,107.74,104.73,105.99,1232669
2024-07-22,105.99,107.26,104.24,105.51,1240588
2024-07-23,105.51,106.78,103.75,105.02,1248507
2024-07-24,105.02,106.29,103.26,104.53,1256426
2024-07-25,104.53,105.8,102.77,104.04,1264345
2024-07-26,104.04,105.31,102.28,103.55,1272264
2024-07-29,103.55,104.82,101.79,103.06,1280183
2024-07-30,103.06,104.33,101.3,102.57,1288102
2024-07-31,102.57,103.84,100.82,102.08,1296021
2024-08-01,102.08,103.35,100.34,101.6,1303940
2024-08-02,101.6,102.87,99.86,101.13,1311859
2024-08-05,101.13,102.39,99.4,100.66,1319778
2024-08-06,100.66,101.92,98.94,100.2,1327697
2024-08-07,100.2,101.46,98.49,99.75,1335616
2024-08-08,99.75,101.01,98.06,99.31,1343535
2024-08-09,99.31,100.56,97.63,98.88,1351454
2024-08-12,98.88,100.13,97.22,98.46,1359373
2024-08-13,98.46,99.71,96.82,98.06,1367292
2024-08-14,98.06,99.3,96.43,97.67,1375211
2024-08-15,97.67,98.9,96.06,97.29,1383130
2024-08-16,97.29,98.52,95.71,96.93,1391049
2024-08-19,96.93,98.15,95.37,96.59,1398968
2024-08-20,96.59,97.8,95.05,96.26,1406887
2024-08-21,96.26,97.47,94.74,95.95,1414806
2024-08-22,95.95,97.15,94.46,95.66,1422725
2024-08-23,95.66,96.86,94.19,95.39,1430644
2024-08-26,95.39,96.57,93.94,95.13,1438563
2024-08-27,95.13,96.31,93.71,94.89,1446482
2024-08-28,94.89,96.07,93.5,94.68,1454401
2024-08-29,94.68,95.85,93.31,94.48,1462320
2024-08-30,94.48,95.64,93.14,94.3,1470239
2024-09-02,94.3,95.46,92.99,94.14,1478158
2024-09-03,94.14,95.29,92.86,94,1486077
2024-09-04,94,95.15,92.74,93.89,1493996
2024-09-05,93.89,95.02,92.65,93.79,1501915
2024-09-06,93.79,94.91,92.58,93.71,1509834
2024-09-09,93.71,94.83,92.52,93.65,1517753
2024-09-10,93.65,94.76,92.49,93.6,1525672
2024-09-11,93.6,94.71,92.47,93.58,1533591
2024-09-12,93.58,94.68,92.47,93.57,1541510
2024-09-13,93.57,94.69,92.47,93.59,1549429
2024-09-16,93.59,94.73,92.48,93.62,1557348
2024-09-17,93.62,94.78,92.5,93.66,1565267
2024-09-18,93.66,94.84,92.54,93.72,1573186
2024-09-19,93.72,94.92,92.59,93.8,1581105
2024-09-20,93.8,95.02,92.67,93.89,1589024
2024-09-23,93.89,95.13,92.75,93.99,1596943
2024-09-24,93.99,95.25,92.85,94.11,1604862
2024-09-25,94.11,95.38,92.96,94.23,1612781
2024-09-26,94.23,95.52,93.09,94.37,1620700
2024-09-27,94.37,95.67,93.22,94.52,1628619
2024-09-30,94.52,95.83,93.37,94.68,1636538
2024-10-01,94.68,96,93.52,94.84,1644457
2024-10-02,94.84,96.17,93.68,95.01,1652376
2024-10-03,95.01,96.35,93.85,95.19,1660295
2024-10-04,95.19,96.54,94.03,95.37,1668214
2024-10-07,95.37,96.72,94.21,95.56,1676133
2024-10-08,95.56,96.91,94.39,95.75,1684052
2024-10-09,95.75,97.1,94.58,95.94,1691971
2024-10-10,95.94,97.29,94.77,96.13,1699890
2024-10-11,96.13,97.48,94.96,96.32,1707809
2024-10-14,96.32,97.67,95.15,96.5,1715728
2024-10-15,96.5,97.85,95.34,96.69,1723647
2024-10-16,96.69,98.03,95.52,96.87,1731566
2024-10-17,96.87,98.2,95.71,97.04,1739485
2024-10-18,97.04,98.37,95.88,97.21,1747404
2024-10-21,97.21,98.53,96.06,97.37,1755323
2024-10-22,97.37,98.68,96.22,97.53,1763242
2024-10-23,97.53,98.82,96.38,97.67,1771161
2024-10-24,97.67,98.96,96.53,97.81,1779080
2024-10-25,97.81,99.08,96.66,97.93,1786999
2024-10-28,97.93,99.18,96.79,98.04,1794918
2024-10-29,98.04,99.28,96.91,98.14,1802837
2024-10-30,98.14,99.36,97.01,98.23,1810756
2024-10-31,98.23,99.43,97.11,98.3,1818675
2024-11-01,98.3,99.48,97.18,98.36,1826594
2024-11-04,98.36,99.52,97.25,98.41,1834513
2024-11-05,98.41,99.54,97.3,98.43,1842432
2024-11-06,98.43,99.55,97.33,98.44,1850351
2024-11-07,98.44,99.55,97.34,98.44,1858270
2024-11-08,98.44,99.55,97.31,98.42,1866189
2024-11-11,98.42,99.53,97.26,98.38,1874108
2024-11-12,98.38,99.5,97.2,98.32,1882027
2024-11-13,98.32,99.44,97.12,98.24,1889946
2024-11-14,98.24,99.38,97.02,98.15,1897865
2024-11-15,98.15,99.29,96.9,98.04,1005784
2024-11-18,98.04,99.18,96.76,97.91,1013703
2024-11-19,97.91,99.06,96.61,97.76,1021622
2024-11-20,97.76,98.92,96.44,97.59,1029541
2024-11-21,97.59,98.76,96.25,97.41,1037460
2024-11-22,97.41,98.58,96.04,97.21,1045379
2024-11-25,97.21,98.39,95.82,96.99,1053298
2024-11-26,96.99,98.17,95.58,96.76,1061217
2024-11-27,96.76,97.95,95.32,96.51,1069136
2024-11-28,96.51,97.7,95.05,96.24,1077055
2024-11-29,96.24,97.44,94.76,95.96,1084974
2024-12-02,95.96,97.16,94.46,95.66,1092893
2024-12-03,95.66,96.87,94.14,95.35,1100812
2024-12-04,95.35,96.57,93.82,95.03,1108731
2024-12-05,95.03,96.25,93.48,94.69,1116650
2024-12-06,94.69,95.91,93.12,94.35,1124569
2024-12-09,94.35,95.57,92.76,93.99,1132488
2024-12-10,93.99,95.22,92.39,93.62,1140407
2024-12-11,93.62,94.85,92.01,93.24,1148326
2024-12-12,93.24,94.48,91.63,92.86,1156245
2024-12-13,92.86,94.1,91.23,92.47,1164164
2024-12-16,92.47,93.71,90.83,92.07,1172083
2024-12-17,92.07,93.31,90.43,91.67,1180002
2024-12-18,91.67,92.91,90.03,91.27,1187921
2024-12-19,91.27,92.51,89.62,90.86,1195840
2024-12-20,90.86,92.1,89.21,90.45,1203759
2024-12-23,90.45,91.7,88.8,90.05,1211678
2024-12-24,90.05,91.29,88.4,89.64,1219597
2024-12-25,89.64,90.88,88,89.24,1227516
2024-12-26,89.24,90.48,87.6,88.84,1235435
2024-12-27,88.84,90.07,87.2,88.44,1243354
2024-12-30,88.44,89.68,86.82,88.05,1251273
2024-12-31,88.05,89.29,86.44,87.67,1259192
2025-01-01,87.67,88.9,86.07,87.3,1267111
2025-01-02,87.3,88.53,85.71,86.94,1275030
2025-01-03,86.94,88.16,85.36,86.58,1282949
2025-01-06,86.58,87.8,85.03,86.25,1290868
2025-01-07,86.25,87.46,84.7,85.92,1298787
2025-01-08,85.92,87.13,84.4,85.61,1306706
2025-01-09,85.61,86.81,84.11,85.31,1314625
2025-01-10,85.31,86.51,83.83,85.03,1322544
2025-01-13,85.03,86.22,83.57,84.77,1330463
2025-01-14,84.77,85.95,83.34,84.52,1338382
2025-01-15,84.52,85.7,83.12,84.3,1346301
2025-01-16,84.3,85.47,82.92,84.09,1354220
2025-01-17,84.09,85.26,82.74,83.91,1362139
2025-01-20,83.91,85.06,82.59,83.75,1370058
2025-01-21,83.75,84.89,82.46,83.61,1377977
2025-01-22,83.61,84.75,82.35,83.49,1385896
2025-01-23,83.49,84.62,82.26,83.39,1393815
2025-01-24,83.39,84.52,82.2,83.33,1401734
2025-01-27,83.33,84.44,82.17,83.28,1409653
2025-01-28,83.28,84.39,82.16,83.26,1417572
2025-01-29,83.26,84.37,82.16,83.27,1425491
2025-01-30,83.27,84.41,82.16,83.3,1433410
2025-01-31,83.3,84.48,82.18,83.36,1441329
2025-02-03,83.36,84.57,82.23,83.44,1449248
2025-02-04,83.44,84.69,82.3,83.55,1457167
2025-02-05,83.55,84.84,82.4,83.69,1465086
2025-02-06,83.69,85.01,82.53,83.85,1473005
2025-02-07,83.85,85.2,82.68,84.04,1480924
2025-02-10,84.04,85.43,82.86,84.25,1488843
2025-02-11,84.25,85.67,83.07,84.49,1496762
2025-02-12,84.49,85.95,83.3,84.76,1504681
2025-02-13,84.76,86.25,83.55,85.04,1512600
2025-02-14,85.04,86.57,83.83,85.36,1520519
2025-02-17,85.36,86.91,84.14,85.69,1528438
2025-02-18,85.69,87.28,84.47,86.05,1536357
2025-02-19,86.05,87.67,84.82,86.44,1544276
2025-02-20,86.44,88.08,85.2,86.84,1552195
2025-02-21,86.84,88.52,85.59,87.27,1560114
2025-02-24,87.27,88.97,86.01,87.71,1568033
2025-02-25,87.71,89.44,86.45,88.18,1575952
2025-02-26,88.18,89.93,86.91,88.66,1583871
2025-02-27,88.66,90.44,87.39,89.16,1591790
2025-02-28,89.16,90.96,87.88,89.68,1599709
2025-03-03,89.68,91.5,88.39,90.21,1607628
2025-03-04,90.21,92.05,88.92,90.76,1615547
2025-03-05,90.76,92.61,89.46,91.32,1623466
2025-03-06,91.32,93.19,90.02,91.89,1631385
2025-03-07,91.89,93.77,90.58,92.47,1639304
2025-03-10,92.47,94.37,91.16,93.06,1647223
2025-03-11,93.06,94.97,91.75,93.66,1655142
2025-03-12,93.66,95.58,92.35,94.27,1663061
2025-03-13,94.27,96.19,92.95,94.88,1670980
2025-03-14,94.88,96.81,93.56,95.5,1678899
2025-03-17,95.5,97.43,94.18,96.12,1686818
2025-03-18,96.12,98.06,94.8,96.74,1694737
2025-03-19,96.74,98.68,95.42,97.36,1702656
2025-03-20,97.36,99.3,96.04,97.98,1710575
2025-03-21,97.98,99.92,96.67,98.6,1718494
2025-03-24,98.6,100.54,97.29,99.22,1726413
2025-03-25,99.22,101.15,97.91,99.83,1734332
2025-03-26,99.83,101.75,98.52,100.44,1742251
2025-03-27,100.44,102.35,99.13,101.04,1750170
2025-03-28,101.04,102.94,99.73,101.63,1758089
2025-03-31,101.63,103.52,100.33,102.21,1766008
2025-04-01,102.21,104.09,100.91,102.79,1773927
2025-04-02,102.79,104.64,101.49,103.35,1781846
2025-04-03,103.35,105.19,102.05,103.89,1789765
2025-04-04,103.89,105.71,102.61,104.43,1797684
2025-04-07,104.43,106.23,103.15,104.95,1805603
2025-04-08,104.95,106.73,103.67,105.45,1813522
2025-04-09,105.45,107.21,104.18,105.94,1821441
2025-04-10,105.94,107.68,104.68,106.41,1829360
2025-04-11,106.41,108.12,105.15,106.87,1837279
2025-04-14,106.87,108.55,105.61,107.3,1845198
2025-04-15,107.3,108.96,106.05,107.72,1853117
2025-04-16,107.72,109.35,106.48,108.11,1861036
2025-04-17,108.11,109.72,106.88,108.49,1868955
2025-04-18,108.49,110.07,107.26,108.84,1876874
2025-04-21,108.84,110.39,107.63,109.18,1884793
2025-04-22,109.18,110.7,107.97,109.49,1892712
2025-04-23,109.49,110.98,108.29,109.78,1000631
2025-04-24,109.78,111.24,108.59,110.05,1008550
2025-04-25,110.05,111.48,108.86,110.3,1016469
2025-04-28,110.3,111.7,109.12,110.52,1024388
2025-04-29,110.52,111.9,109.35,110.73,1032307
2025-04-30,110.73,112.07,109.56,110.91,1040226
2025-05-01,110.91,112.22,109.75,111.07,1048145
2025-05-02,111.07,112.35,109.92,111.2,1056064
2025-05-05,111.2,112.46,110.06,111.32,1063983
2025-05-06,111.32,112.55,110.19,111.42,1071902
2025-05-07,111.42,112.62,110.29,111.49,1079821
2025-05-08,111.49,112.67,110.37,111.55,1087740
2025-05-09,111.55,112.7,110.43,111.58,1095659
2025-05-12,111.58,112.7,110.48,111.6,1103578
2025-05-13,111.6,112.7,110.5,111.6,1111497
2025-05-14,111.6,112.7,110.47,111.58,1119416
2025-05-15,111.58,112.69,110.43,111.54,1127335
2025-05-16,111.54,112.66,110.37,111.49,1135254
2025-05-19,111.49,112.61,110.3,111.42,1143173
2025-05-20,111.42,112.55,110.21,111.34,1151092
2025-05-21,111.34,112.47,110.11,111.24,1159011
2025-05-22,111.24,112.38,109.99,111.13,1166930
2025-05-23,111.13,112.27,109.87,111.01,1174849
2025-05-26,111.01,112.16,109.73,110.88,1182768
2025-05-27,110.88,112.03,109.59,110.74,1190687
2025-05-28,110.74,111.89,109.44,110.59,1198606
2025-05-29,110.59,111.74,109.28,110.43,1206525
2025-05-30,110.43,111.59,109.11,110.27,1214444
2025-06-02,110.27,111.43,108.94,110.1,1222363
2025-06-03,110.1,111.26,108.76,109.92,1230282
2025-06-04,109.92,111.09,108.59,109.75,1238201
2025-06-05,109.75,110.91,108.41,109.57,1246120
2025-06-06,109.57,110.73,108.23,109.39,1254039
2025-06-09,109.39,110.55,108.05,109.21,1261958
2025-06-10,109.21,110.37,107.87,109.03,1269877
2025-06-11,109.03,110.19,107.7,108.86,1277796
2025-06-12,108.86,110.02,107.53,108.69,1285715
2025-06-13,108.69,109.84,107.36,108.52,1293634
2025-06-16,108.52,109.67,107.2,108.36,1301553
2025-06-17,108.36,109.51,107.05,108.2,1309472
2025-06-18,108.2,109.35,106.9,108.05,1317391
2025-06-19,108.05,109.2,106.76,107.91,1325310
2025-06-20,107.91,109.06,106.64,107.78,1333229
2025-06-23,107.78,108.93,106.52,107.66,1341148
2025-06-24,107.66,108.8,106.42,107.56,1349067
2025-06-25,107.56,108.69,106.32,107.46,1356986
2025-06-26,107.46,108.59,106.24,107.37,1364905
2025-06-27,107.37,108.5,106.18,107.3,1372824
2025-06-30,107.3,108.42,106.12,107.24,1380743
2025-07-01,107.24,108.36,106.09,107.2,1388662
2025-07-02,107.2,108.31,106.06,107.17,1396581
2025-07-03,107.17,108.28,106.06,107.16,1404500
2025-07-04,107.16,108.27,106.06,107.16,1412419
2025-07-07,107.16,108.29,106.06,107.18,1420338
2025-07-08,107.18,108.33,106.07,107.22,1428257
2025-07-09,107.22,108.39,106.1,107.27,1436176
2025-07-10,107.27,108.46,106.15,107.34,1444095
2025-07-11,107.34,108.56,106.21,107.43,1452014
2025-07-14,107.43,108.66,106.29,107.53,1459933
2025-07-15,107.53,108.79,106.39,107.65,1467852
2025-07-16,107.65,108.93,106.5,107.78,1475771
2025-07-17,107.78,109.09,106.63,107.94,1483690
2025-07-18,107.94,109.26,106.78,108.1,1491609
2025-07-21,108.1,109.45,106.94,108.29,1499528
2025-07-22,108.29,109.66,107.12,108.49,1507447
2025-07-23,108.49,109.88,107.31,108.71,1515366
2025-07-24,108.71,110.12,107.53,108.94,1523285
2025-07-25,108.94,110.37,107.75,109.18,1531204
2025-07-28,109.18,110.63,107.99,109.44,1539123
2025-07-29,109.44,110.91,108.24,109.71,1547042
2025-07-30,109.71,111.19,108.51,109.99,1554961
2025-07-31,109.99,111.49,108.79,110.29,1562880
2025-08-01,110.29,111.8,109.08,110.59,1570799
2025-08-04,110.59,112.12,109.38,110.91,1578718
2025-08-05,110.91,112.45,109.7,111.23,1586637
2025-08-06,111.23,112.78,110.02,111.57,1594556
2025-08-07,111.57,113.12,110.35,111.9,1602475
2025-08-08,111.9,113.47,110.68,112.25,1610394
2025-08-11,112.25,113.82,111.03,112.6,1618313
2025-08-12,112.6,114.18,111.38,112.95,1626232
2025-08-13,112.95,114.54,111.73,113.31,1634151
2025-08-14,113.31,114.9,112.09,113.67,1642070
2025-08-15,113.67,115.26,112.44,114.03,1649989
2025-08-18,114.03,115.61,112.8,114.39,1657908
2025-08-19,114.39,115.97,113.16,114.74,1665827
2025-08-20,114.74,116.32,113.52,115.1,1673746
2025-08-21,115.1,116.67,113.88,115.45,1681665
2025-08-22,115.45,117.01,114.23,115.79,1689584
2025-08-25,115.79,117.35,114.57,116.13,1697503
2025-08-26,116.13,117.68,114.92,116.46,1705422
2025-08-27,116.46,118,115.25,116.78,1713341
2025-08-28,116.78,118.31,115.57,117.1,1721260
2025-08-29,117.1,118.6,115.89,117.4,1729179
2025-09-01,117.4,118.89,116.2,117.69,1737098
2025-09-02,117.69,119.16,116.49,117.96,1745017
2025-09-03,117.96,119.42,116.77,118.22,1752936
2025-09-04,118.22,119.66,117.04,118.47,1760855
2025-09-05,118.47,119.88,117.29,118.7,1768774
2025-09-08,118.7,120.09,117.53,118.92,1776693
2025-09-09,118.92,120.28,117.75,119.11,1784612
2025-09-10,119.11,120.45,117.95,119.29,1792531
2025-09-11,119.29,120.6,118.13,119.44,1800450
2025-09-12,119.44,120.73,118.3,119.58,1808369
2025-09-15,119.58,120.84,118.44,119.7,1816288
2025-09-16,119.7,120.92,118.56,119.79,1824207
2025-09-17,119.79,120.99,118.67,119.86,1832126
2025-09-18,119.86,121.03,118.75,119.91,1840045
2025-09-19,119.91,121.05,118.8,119.94,1847964
2025-09-22,119.94,121.04,118.84,119.94,1855883
2025-09-23,119.94,121.05,118.81,119.92,1863802
2025-09-24,119.92,121.03,118.76,119.87,1871721
2025-09-25,119.87,121,118.68,119.8,1879640
2025-09-26,119.8,120.93,118.57,119.71,1887559
2025-09-29,119.71,120.85,118.44,119.59,1895478
2025-09-30,119.59,120.74,118.29,119.44,1003397
2025-10-01,119.44,120.6,118.11,119.27,1011316
2025-10-02,119.27,120.44,117.91,119.08,1019235
2025-10-03,119.08,120.25,117.68,118.86,1027154
2025-10-06,118.86,120.04,117.43,118.62,1035073
2025-10-07,118.62,119.81,117.16,118.35,1042992
2025-10-08,118.35,119.55,116.86,118.06,1050911
2025-10-09,118.06,119.27,116.54,117.75,1058830
2025-10-10,117.75,118.97,116.2,117.41,1066749
2025-10-13,117.41,118.64,115.83,117.06,1074668
2025-10-14,117.06,118.29,115.45,116.68,1082587
2025-10-15,116.68,117.92,115.04,116.28,1090506
2025-10-16,116.28,117.53,114.62,115.86,1098425
2025-10-17,115.86,117.12,114.17,115.43,1106344
2025-10-20,115.43,116.68,113.71,114.97,1114263
2025-10-21,114.97,116.24,113.23,114.5,1122182
2025-10-22,114.5,115.77,112.74,114.01,1130101
2025-10-23,114.01,115.29,112.23,113.51,1138020
2025-10-24,113.51,114.79,111.71,112.99,1145939
2025-10-27,112.99,114.28,111.18,112.46,1153858
2025-10-28,112.46,113.75,110.63,111.92,1161777
2025-10-29,111.92,113.21,110.07,111.37,1169696
2025-10-30,111.37,112.66,109.51,110.81,1177615
2025-10-31,110.81,112.11,108.94,110.24,1185534
2025-11-03,110.24,111.54,108.36,109.66,1193453
2025-11-04,109.66,110.96,107.77,109.08,1201372
2025-11-05,109.08,110.38,107.18,108.49,1209291
2025-11-06,108.49,109.8,106.59,107.9,1217210
2025-11-07,107.9,109.21,106,107.31,1225129
2025-11-10,107.31,108.61,105.41,106.71,1233048
2025-11-11,106.71,108.02,104.82,106.12,1240967
2025-11-12,106.12,107.43,104.23,105.53,1248886
2025-11-13,105.53,106.84,103.64,104.95,1256805
2025-11-14,104.95,106.25,103.06,104.37,1264724
2025-11-17,104.37,105.67,102.49,103.79,1272643
2025-11-18,103.79,105.09,101.92,103.22,1280562
2025-11-19,103.22,104.52,101.37,102.66,1288481
2025-11-20,102.66,103.96,100.82,102.11,1296400
2025-11-21,102.11,103.4,100.28,101.57,1304319
2025-11-24,101.57,102.86,99.76,101.05,1312238
2025-11-25,101.05,102.33,99.25,100.53,1320157
2025-11-26,100.53,101.81,98.76,100.03,1328076
2025-11-27,100.03,101.3,98.28,99.55,1335995
2025-11-28,99.55,100.81,97.81,99.08,1343914
2025-12-01,99.08,100.34,97.37,98.63,1351833
2025-12-02,98.63,99.88,96.94,98.19,1359752
2025-12-03,98.19,99.44,96.53,97.78,1367671
2025-12-04,97.78,99.02,96.14,97.38,1375590
2025-12-05,97.38,98.61,95.78,97.01,1383509
2025-12-08,97.01,98.23,95.43,96.65,1391428
2025-12-09,96.65,97.87,95.1,96.32,1399347
2025-12-10,96.32,97.53,94.8,96.01,1407266
2025-12-11,96.01,97.21,94.52,95.72,1415185
2025-12-12,95.72,96.92,94.27,95.46,1423104
2025-12-15,95.46,96.64,94.03,95.22,1431023
2025-12-16,95.22,96.39,93.83,95,1438942
2025-12-17,95,96.17,93.64,94.81,1446861
2025-12-18,94.81,95.97,93.48,94.64,1454780
2025-12-19,94.64,95.79,93.34,94.49,1462699
2025-12-22,94.49,95.64,93.23,94.37,1470618
2025-12-23,94.37,95.51,93.14,94.28,1478537
2025-12-24,94.28,95.4,93.08,94.2,1486456
2025-12-25,94.2,95.32,93.04,94.16,1494375
2025-12-26,94.16,95.26,93.02,94.13,1502294
