date,open,high,low,close,volume
2024-05-10,146.34,147.52,144.93,146.11,1736753
2024-05-13,146.11,147.3,144.68,145.86,1744672
2024-05-14,145.86,147.06,144.4,145.59,1752591
2024-05-15,145.59,146.79,144.1,145.3,1760510
2024-05-16,145.3,146.51,143.78,144.99,1768429
2024-05-17,144.99,146.2,143.44,144.65,1776348
2024-05-20,144.65,145.88,143.08,144.3,1784267
2024-05-21,144.3,145.53,142.71,143.94,1792186
2024-05-22,143.94,145.17,142.32,143.56,1800105
2024-05-23,143.56,144.8,141.92,143.16,1808024
2024-05-24,143.16,144.4,141.51,142.75,1815943
2024-05-27,142.75,144,141.08,142.33,1823862
2024-05-28,142.33,143.58,140.64,141.89,1831781
2024-05-29,141.89,143.15,140.19,141.45,1839700
2024-05-30,141.45,142.71,139.73,140.99,1847619
2024-05-31,140.99,142.25,139.27,140.53,1855538
2024-06-03,140.53,141.79,138.8,140.06,1863457
2024-06-04,140.06,141.33,138.32,139.59,1871376
2024-06-05,139.59,140.86,137.85,139.11,1879295
2024-06-06,139.11,140.38,137.36,138.63,1887214
2024-06-07,138.63,139.9,136.88,138.15,1895133
2024-06-10,138.15,139.42,136.4,137.67,1003052
2024-06-11,137.67,138.94,135.92,137.19,1010971
2024-06-12,137.19,138.46,135.44,136.71,1018890
2024-06-13,136.71,137.98,134.97,136.23,1026809
2024-06-14,136.23,137.5,134.5,135.76,1034728
2024-06-17,135.76,137.03,134.04,135.3,1042647
2024-06-18,135.3,136.56,133.58,134.84,1050566
2024-06-19,134.84,136.1,133.14,134.39,1058485
2024-06-20,134.39,135.65,132.7,133.95,1066404
2024-06-21,133.95,135.2,132.27,133.52,1074323
2024-06-24,133.52,134.77,131.86,133.1,1082242
2024-06-25,133.1,134.34,131.45,132.69,1090161
2024-06-26,132.69,133.93,131.06,132.3,1098080
2024-06-27,132.3,133.53,130.69,131.92,1105999
2024-06-28,131.92,133.15,130.33,131.55,1113918
2024-07-01,131.55,132.78,129.98,131.2,1121837
2024-07-02,131.2,132.42,129.65,130.87,1129756
2024-07-03,130.87,132.08,129.34,130.55,1137675
2024-07-04,130.55,131.76,129.05,130.25,1145594
2024-07-05,130.25,131.45,128.77,129.97,1153513
2024-07-08,129.97,131.16,128.51,129.71,1161432
2024-07-09,129.71,130.89,128.27,129.46,1169351
2024-07-10,129.46,130.64,128.05,129.23,1177270
2024-07-11,129.23,130.41,127.85,129.03,1185189
2024-07-12,129.03,130.19,127.67,128.84,1193108
2024-07-15,128.84,130,127.51,128.67,1201027
2024-07-16,128.67,129.82,127.37,128.52,1208946
2024-07-17,128.52,129.67,127.25,128.39,1216865
2024-07-18,128.39,129.53,127.15,128.29,1224784
2024-07-19,128.29,129.42,127.07,128.2,1232703
2024-07-22,128.2,129.32,127,128.13,1240622
2024-07-23,128.13,129.24,126.96,128.08,1248541
2024-07-24,128.08,129.19,126.93,128.04,1256460
2024-07-25,128.04,129.15,126.93,128.03,1264379
2024-07-26,128.03,129.14,126.93,128.03,1272298
2024-07-29,128.03,129.16,126.93,128.06,1280217
2024-07-30,128.06,129.21,126.94,128.1,1288136
2024-07-31,128.1,129.27,126.98,128.15,1296055
2024-08-01,128.15,129.35,127.03,128.22,1303974
2024-08-02,128.22,129.44,127.09,128.31,1311893
2024-08-05,128.31,129.54,127.17,128.41,1319812
2024-08-06,128.41,129.66,127.27,128.52,1327731
2024-08-07,128.52,129.79,127.38,128.65,1335650
2024-08-08,128.65,129.93,127.5,128.78,1343569
2024-08-09,128.78,130.08,127.63,128.93,1351488
2024-08-12,128.93,130.25,127.78,129.09,1359407
2024-08-13,129.09,130.42,127.93,129.26,1367326
2024-08-14,129.26,130.59,128.1,129.43,1375245
2024-08-15,129.43,130.78,128.27,129.61,1383164
2024-08-16,129.61,130.97,128.45,129.8,1391083
2024-08-19,129.8,131.16,128.63,129.99,1399002
2024-08-20,129.99,131.36,128.82,130.19,1406921
2024-08-21,130.19,131.56,129.02,130.39,1414840
2024-08-22,130.39,131.76,129.22,130.59,1422759
2024-08-23,130.59,131.96,129.42,130.79,1430678
2024-08-26,130.79,132.16,129.62,130.99,1438597
2024-08-27,130.99,132.35,129.82,131.18,1446516
2024-08-28,131.18,132.55,130.01,131.38,1454435
2024-08-29,131.38,132.73,130.21,131.57,1462354
2024-08-30,131.57,132.92,130.4,131.75,1470273
2024-09-02,131.75,133.09,130.59,131.93,1478192
2024-09-03,131.93,133.26,130.77,132.1,1486111
2024-09-04,132.1,133.43,130.95,132.27,1494030
2024-09-05,132.27,133.58,131.11,132.42,1501949
2024-09-06,132.42,133.72,131.27,132.57,1509868
2024-09-09,132.57,133.85,131.42,132.7,1517787
2024-09-10,132.7,133.97,131.56,132.82,1525706
2024-09-11,132.82,134.07,131.69,132.93,1533625
2024-09-12,132.93,134.17,131.8,133.03,1541544
2024-09-13,133.03,134.24,131.9,133.11,1549463
2024-09-16,133.11,134.31,131.99,133.18,1557382
2024-09-17,133.18,134.35,132.06,133.24,1565301
2024-09-18,133.24,134.39,132.12,133.27,1573220
2024-09-19,133.27,134.4,132.17,133.29,1581139
2024-09-20,133.29,134.4,132.19,133.3,1589058
2024-09-23,133.3,134.4,132.18,133.29,1596977
2024-09-24,133.29,134.4,132.15,133.26,1604896
2024-09-25,133.26,134.37,132.09,133.21,1612815
2024-09-26,133.21,134.33,132.02,133.14,1620734
2024-09-27,133.14,134.27,131.93,133.06,1628653
2024-09-30,133.06,134.19,131.82,132.96,1636572
2024-10-01,132.96,134.1,131.7,132.84,1644491
2024-10-02,132.84,133.99,131.55,132.7,1652410
2024-10-03,132.7,133.85,131.39,132.54,1660329
2024-10-04,132.54,133.7,131.21,132.37,1668248
2024-10-07,132.37,133.54,131.01,132.18,1676167
2024-10-08,132.18,133.35,130.8,131.97,1684086
2024-10-09,131.97,133.15,130.57,131.75,1692005
2024-10-10,131.75,132.93,130.32,131.51,1699924
2024-10-11,131.51,132.7,130.06,131.25,1707843
2024-10-14,131.25,132.45,129.78,130.98,1715762
2024-10-15,130.98,132.18,129.49,130.69,1723681
2024-10-16,130.69,131.9,129.19,130.39,1731600
2024-10-17,130.39,131.6,128.87,130.08,1739519
2024-10-18,130.08,131.29,128.54,129.75,1747438
2024-10-21,129.75,130.97,128.2,129.42,1755357
2024-10-22,129.42,130.64,127.85,129.07,1763276
2024-10-23,129.07,130.29,127.49,128.71,1771195
2024-10-24,128.71,129.94,127.12,128.34,1779114
2024-10-25,128.34,129.58,126.74,127.97,1787033
2024-10-28,127.97,129.2,126.36,127.59,1794952
2024-10-29,127.59,128.82,125.97,127.2,1802871
2024-10-30,127.2,128.44,125.58,126.81,1810790
2024-10-31,126.81,128.05,125.18,126.42,1818709
2024-11-01,126.42,127.66,124.78,126.02,1826628
2024-11-04,126.02,127.26,124.38,125.62,1834547
2024-11-05,125.62,126.86,123.99,125.23,1842466
2024-11-06,125.23,126.46,123.59,124.83,1850385
2024-11-07,124.83,126.07,123.2,124.44,1858304
2024-11-08,124.44,125.67,122.81,124.05,1866223
2024-11-11,124.05,125.28,122.43,123.66,1874142
2024-11-12,123.66,124.89,122.05,123.28,1882061
2024-11-13,123.28,124.51,121.68,122.91,1889980
2024-11-14,122.91,124.14,121.32,122.55,1897899
2024-11-15,122.55,123.77,120.97,122.2,1005818
2024-11-18,122.2,123.42,120.64,121.85,1013737
2024-11-19,121.85,123.07,120.31,121.53,1021656
2024-11-20,121.53,122.74,120,121.21,1029575
2024-11-21,121.21,122.41,119.7,120.91,1037494
2024-11-22,120.91,122.11,119.42,120.62,1045413
2024-11-25,120.62,121.81,119.15,120.35,1053332
2024-11-26,120.35,121.54,118.91,120.1,1061251
2024-11-27,120.1,121.28,118.68,119.86,1069170
2024-11-28,119.86,121.04,118.47,119.65,1077089
2024-11-29,119.65,120.82,118.28,119.45,1085008
2024-12-02,119.45,120.61,118.12,119.28,1092927
2024-12-03,119.28,120.43,117.97,119.13,1100846
2024-12-04,119.13,120.27,117.85,119,1108765
2024-12-05,119,120.13,117.75,118.89,1116684
2024-12-06,118.89,120.02,117.68,118.8,1124603
2024-12-09,118.8,119.93,117.63,118.75,1132522
2024-12-10,118.75,119.86,117.6,118.71,1140441
2024-12-11,118.71,119.81,117.6,118.7,1148360
2024-12-12,118.7,119.82,117.6,118.72,1156279
2024-12-13,118.72,119.87,117.6,118.76,1164198
2024-12-16,118.76,119.95,117.64,118.83,1172117
2024-12-17,118.83,120.05,117.7,118.92,1180036
2024-12-18,118.92,120.18,117.78,119.04,1187955
2024-12-19,119.04,120.34,117.89,119.19,1195874
2024-12-20,119.19,120.52,118.03,119.36,1203793
2024-12-23,119.36,120.73,118.19,119.56,1211712
2024-12-24,119.56,120.96,118.38,119.78,1219631
2024-12-25,119.78,121.22,118.59,120.03,1227550
2024-12-26,120.03,121.5,118.83,120.31,1235469
2024-12-27,120.31,121.81,119.1,120.6,1243388
2024-12-30,120.6,122.14,119.39,120.93,1251307
2024-12-31,120.93,122.5,119.71,121.27,1259226
2025-01-01,121.27,122.87,120.04,121.64,1267145
2025-01-02,121.64,123.27,120.41,122.04,1275064
2025-01-03,122.04,123.7,120.79,122.45,1282983
2025-01-06,122.45,124.14,121.2,122.89,1290902
2025-01-07,122.89,124.6,121.63,123.34,1298821
2025-01-08,123.34,125.08,122.08,123.82,1306740
2025-01-09,123.82,125.58,122.54,124.31,1314659
2025-01-10,124.31,126.1,123.03,124.82,1322578
2025-01-13,124.82,126.63,123.54,125.35,1330497
2025-01-14,125.35,127.18,124.06,125.89,1338416
2025-01-15,125.89,127.74,124.6,126.45,1346335
2025-01-16,126.45,128.32,125.15,127.02,1354254
2025-01-17,127.02,128.9,125.71,127.6,1362173
2025-01-20,127.6,129.5,126.29,128.19,1370092
2025-01-21,128.19,130.1,126.88,128.79,1378011
2025-01-22,128.79,130.71,127.48,129.4,1385930
2025-01-23,129.4,131.33,128.08,130.02,1393849
2025-01-24,130.02,131.96,128.7,130.64,1401768
2025-01-27,130.64,132.59,129.32,131.27,1409687
2025-01-28,131.27,133.22,129.95,131.9,1417606
2025-01-29,131.9,133.85,130.58,132.53,1425525
2025-01-30,132.53,134.48,131.21,133.16,1433444
2025-01-31,133.16,135.12,131.84,133.79,1441363
2025-02-03,133.79,135.74,132.47,134.42,1449282
2025-02-04,134.42,136.37,133.1,135.05,1457201
2025-02-05,135.05,136.99,133.73,135.67,1465120
2025-02-06,135.67,137.61,134.36,136.29,1473039
2025-02-07,136.29,138.21,134.98,136.9,1480958
2025-02-10,136.9,138.81,135.59,137.5,1488877
2025-02-11,137.5,139.4,136.19,138.09,1496796
2025-02-12,138.09,139.98,136.79,138.68,1504715
2025-02-13,138.68,140.55,137.38,139.25,1512634
2025-02-14,139.25,141.1,137.95,139.8,1520553
2025-02-17,139.8,141.64,138.51,140.35,1528472
2025-02-18,140.35,142.16,139.06,140.88,1536391
2025-02-19,140.88,142.67,139.6,141.39,1544310
2025-02-20,141.39,143.16,140.12,141.89,1552229
2025-02-21,141.89,143.64,140.62,142.37,1560148
2025-02-24,142.37,144.1,141.11,142.84,1568067
2025-02-25,142.84,144.54,141.58,143.28,1575986
2025-02-26,143.28,144.95,142.03,143.71,1583905
2025-02-27,143.71,145.35,142.46,144.11,1591824
2025-02-28,144.11,145.73,142.88,144.5,1599743
2025-03-03,144.5,146.09,143.27,144.86,1607662
2025-03-04,144.86,146.43,143.64,145.21,1615581
2025-03-05,145.21,146.74,143.99,145.53,1623500
2025-03-06,145.53,147.04,144.32,145.83,1631419
2025-03-07,145.83,147.31,144.63,146.11,1639338
2025-03-10,146.11,147.56,144.92,146.37,1647257
2025-03-11,146.37,147.78,145.18,146.6,1655176
2025-03-12,146.6,147.99,145.43,146.82,1663095
2025-03-13,146.82,148.17,145.65,147.01,1671014
2025-03-14,147.01,148.34,145.85,147.18,1678933
2025-03-17,147.18,148.48,146.02,147.32,1686852
2025-03-18,147.32,148.6,146.18,147.45,1694771
2025-03-19,147.45,148.69,146.31,147.56,1702690
2025-03-20,147.56,148.77,146.43,147.64,1710609
2025-03-21,147.64,148.83,146.52,147.71,1718528
2025-03-24,147.71,148.87,146.59,147.75,1726447
2025-03-25,147.75,148.89,146.64,147.78,1734366
2025-03-26,147.78,148.89,146.68,147.79,1742285
2025-03-27,147.79,148.89,146.67,147.78,1750204
2025-03-28,147.78,148.89,146.64,147.75,1758123
2025-03-31,147.75,148.87,146.59,147.71,1766042
2025-04-01,147.71,148.83,146.53,147.65,1773961
2025-04-02,147.65,148.78,146.45,147.58,1781880
2025-04-03,147.58,148.71,146.36,147.49,1789799
2025-04-04,147.49,148.63,146.26,147.39,1797718
2025-04-07,147.39,148.53,146.14,147.28,1805637
2025-04-08,147.28,148.42,146.02,147.16,1813556
2025-04-09,147.16,148.3,145.88,147.03,1821475
2025-04-10,147.03,148.18,145.74,146.89,1829394
2025-04-11,146.89,148.04,145.59,146.74,1837313
2025-04-14,146.74,147.89,145.43,146.59,1845232
2025-04-15,146.59,147.74,145.27,146.43,1853151
2025-04-16,146.43,147.59,145.11,146.26,1861070
2025-04-17,146.26,147.42,144.94,146.1,1868989
2025-04-18,146.1,147.26,144.77,145.93,1876908
2025-04-21,145.93,147.09,144.6,145.76,1884827
2025-04-22,145.76,146.92,144.43,145.59,1892746
2025-04-23,145.59,146.75,144.26,145.42,1000665
2025-04-24,145.42,146.58,144.1,145.26,1008584
2025-04-25,145.26,146.41,143.94,145.1,1016503
2025-04-28,145.1,146.25,143.78,144.94,1024422
2025-04-29,144.94,146.09,143.63,144.79,1032341
2025-04-30,144.79,145.94,143.49,144.64,1040260
2025-05-01,144.64,145.79,143.35,144.5,1048179
2025-05-02,144.5,145.65,143.23,144.37,1056098
2025-05-05,144.37,145.52,143.11,144.25,1064017
2025-05-06,144.25,145.39,143.01,144.14,1071936
2025-05-07,144.14,145.28,142.91,144.05,1079855
2025-05-08,144.05,145.18,142.83,143.96,1087774
2025-05-09,143.96,145.08,142.76,143.88,1095693
2025-05-12,143.88,145.01,142.7,143.82,1103612
2025-05-13,143.82,144.94,142.66,143.77,1111531
2025-05-14,143.77,144.89,142.63,143.74,1119450
2025-05-15,143.74,144.85,142.62,143.72,1127369
2025-05-16,143.72,144.82,142.62,143.72,1135288
2025-05-19,143.72,144.84,142.62,143.73,1143207
2025-05-20,143.73,144.87,142.62,143.76,1151126
2025-05-21,143.76,144.92,142.65,143.81,1159045
2025-05-22,143.81,144.99,142.69,143.87,1166964
2025-05-23,143.87,145.08,142.74,143.95,1174883
2025-05-26,143.95,145.18,142.82,144.05,1182802
2025-05-27,144.05,145.3,142.91,144.16,1190721
2025-05-28,144.16,145.43,143.01,144.29,1198640
2025-05-29,144.29,145.58,143.14,144.43,1206559
2025-05-30,144.43,145.75,143.28,144.6,1214478
2025-06-02,144.6,145.94,143.43,144.77,1222397
2025-06-03,144.77,146.14,143.61,144.97,1230316
2025-06-04,144.97,146.35,143.8,145.18,1238235
2025-06-05,145.18,146.58,144,145.41,1246154
2025-06-06,145.41,146.83,144.22,145.65,1254073
2025-06-09,145.65,147.09,144.46,145.9,1261992
2025-06-10,145.9,147.36,144.71,146.17,1269911
2025-06-11,146.17,147.65,144.97,146.45,1277830
2025-06-12,146.45,147.95,145.25,146.74,1285749
2025-06-13,146.74,148.26,145.54,147.05,1293668
2025-06-16,147.05,148.57,145.84,147.36,1301587
2025-06-17,147.36,148.9,146.15,147.69,1309506
2025-06-18,147.69,149.24,146.47,148.02,1317425
2025-06-19,148.02,149.59,146.8,148.37,1325344
2025-06-20,148.37,149.94,147.14,148.71,1333263
2025-06-23,148.71,150.29,147.49,149.07,1341182
2025-06-24,149.07,150.66,147.84,149.43,1349101
2025-06-25,149.43,151.02,148.2,149.79,1357020
2025-06-26,149.79,151.39,148.57,150.16,1364939
2025-06-27,150.16,151.76,148.93,150.53,1372858
2025-06-30,150.53,152.13,149.3,150.9,1380777
2025-07-01,150.9,152.5,149.67,151.27,1388696
2025-07-02,151.27,152.86,150.04,151.63,1396615
2025-07-03,151.63,153.23,150.41,152,1404534
2025-07-04,152,153.58,150.77,152.36,1412453
2025-07-07,152.36,153.94,151.13,152.71,1420372
2025-07-08,152.71,154.28,151.49,153.06,1428291
2025-07-09,153.06,154.62,151.84,153.4,1436210
2025-07-10,153.4,154.95,152.19,153.73,1444129
2025-07-11,153.73,155.27,152.52,154.06,1452048
2025-07-14,154.06,155.58,152.85,154.37,1459967
2025-07-15,154.37,155.87,153.16,154.67,1467886
2025-07-16,154.67,156.15,153.47,154.95,1475805
2025-07-17,154.95,156.42,153.76,155.22,1483724
2025-07-18,155.22,156.67,154.03,155.48,1491643
2025-07-21,155.48,156.91,154.3,155.72,1499562
2025-07-22,155.72,157.12,154.54,155.95,1507481
2025-07-23,155.95,157.32,154.77,156.15,1515400
2025-07-24,156.15,157.5,154.99,156.34,1523319
2025-07-25,156.34,157.66,155.18,156.5,1531238
2025-07-28,156.5,157.8,155.35,156.65,1539157
2025-07-29,156.65,157.92,155.51,156.78,1547076
2025-07-30,156.78,158.02,155.64,156.88,1554995
2025-07-31,156.88,158.09,155.75,156.96,1562914
2025-08-01,156.96,158.14,155.84,157.02,1570833
2025-08-04,157.02,158.17,155.91,157.06,1578752
2025-08-05,157.06,158.17,155.95,157.07,1586671
2025-08-06,157.07,158.17,155.95,157.06,1594590
2025-08-07,157.06,158.17,155.91,157.02,1602509
2025-08-08,157.02,158.14,155.84,156.96,1610428
2025-08-11,156.96,158.09,155.75,156.88,1618347
2025-08-12,156.88,158.01,155.63,156.77,1626266
2025-08-13,156.77,157.91,155.48,156.63,1634185
2025-08-14,156.63,157.79,155.32,156.47,1642104
2025-08-15,156.47,157.64,155.12,156.29,1650023
2025-08-18,156.29,157.46,154.91,156.08,1657942
2025-08-19,156.08,157.26,154.67,155.85,1665861
2025-08-20,155.85,157.04,154.4,155.59,1673780
2025-08-21,155.59,156.79,154.11,155.31,1681699
2025-08-22,155.31,156.52,153.8,155.01,1689618
2025-08-25,155.01,156.22,153.47,154.68,1697537
2025-08-26,154.68,155.9,153.12,154.34,1705456
2025-08-27,154.34,155.57,152.74,153.97,1713375
2025-08-28,153.97,155.2,152.34,153.58,1721294
2025-08-29,153.58,154.82,151.93,153.17,1729213
2025-09-01,153.17,154.42,151.5,152.75,1737132
2025-09-02,152.75,154,151.05,152.3,1745051
2025-09-03,152.3,153.56,150.58,151.84,1752970
2025-09-04,151.84,153.11,150.09,151.36,1760889
2025-09-05,151.36,152.63,149.6,150.87,1768808
2025-09-08,150.87,152.15,149.08,150.36,1776727
2025-09-09,150.36,151.64,148.56,149.84,1784646
2025-09-10,149.84,151.13,148.02,149.31,1792565
2025-09-11,149.31,150.6,147.48,148.77,1800484
2025-09-12,148.77,150.06,146.92,148.22,1808403
2025-09-15,148.22,149.51,146.36,147.66,1816322
2025-09-16,147.66,148.95,145.79,147.09,1824241
2025-09-17,147.09,148.39,145.22,146.52,1832160
2025-09-18,146.52,147.82,144.64,145.94,1840079
2025-09-19,145.94,147.24,144.06,145.36,1847998
2025-09-22,145.36,146.66,143.47,144.78,1855917
2025-09-23,144.78,146.08,142.89,144.19,1863836
2025-09-24,144.19,145.5,142.31,143.61,1871755
2025-09-25,143.61,144.92,141.73,143.03,1879674
2025-09-26,143.03,144.34,141.16,142.46,1887593
2025-09-29,142.46,143.76,140.59,141.89,1895512
2025-09-30,141.89,143.18,140.02,141.32,1003431
2025-10-01,141.32,142.62,139.47,140.76,1011350
2025-10-02,140.76,142.06,138.92,140.21,1019269
2025-10-03,140.21,141.5,138.38,139.67,1027188
2025-10-06,139.67,140.96,137.86,139.14,1035107
2025-10-07,139.14,140.42,137.34,138.63,1043026
2025-10-08,138.63,139.9,136.85,138.12,1050945
2025-10-09,138.12,139.39,136.36,137.63,1058864
2025-10-10,137.63,138.9,135.89,137.16,1066783
2025-10-13,137.16,138.42,135.44,136.7,1074702
2025-10-14,136.7,137.95,135,136.26,1082621
2025-10-15,136.26,137.5,134.58,135.83,1090540
2025-10-16,135.83,137.07,134.19,135.43,1098459
2025-10-17,135.43,136.66,133.81,135.04,1106378
2025-10-20,135.04,136.27,133.45,134.68,1114297
2025-10-21,134.68,135.9,133.11,134.33,1122216
2025-10-22,134.33,135.55,132.8,134.01,1130135
2025-10-23,134.01,135.22,132.51,133.71,1138054
2025-10-24,133.71,134.91,132.24,133.43,1145973
2025-10-27,133.43,134.62,131.99,133.18,1153892
2025-10-28,133.18,134.36,131.77,132.95,1161811
2025-10-29,132.95,134.12,131.57,132.74,1169730
2025-10-30,132.74,133.91,131.39,132.56,1177649
2025-10-31,132.56,133.71,131.24,132.4,1185568
2025-11-03,132.4,133.55,131.12,132.26,1193487
2025-11-04,132.26,133.4,131.01,132.15,1201406
2025-11-05,132.15,133.28,130.94,132.07,1209325
2025-11-06,132.07,133.19,130.88,132,1217244
2025-11-07,132,133.12,130.85,131.97,1225163
2025-11-10,131.97,133.07,130.85,131.95,1233082
2025-11-11,131.95,133.06,130.85,131.96,1241001
2025-11-12,131.96,133.1,130.85,131.99,1248920
2025-11-13,131.99,133.16,130.87,132.04,1256839
2025-11-14,132.04,133.24,130.92,132.12,1264758
2025-11-17,132.12,133.35,130.98,132.22,1272677
2025-11-18,132.22,133.47,131.07,132.33,1280596
2025-11-19,132.33,133.62,131.18,132.47,1288515
2025-11-20,132.47,133.78,131.32,132.63,1296434
2025-11-21,132.63,133.97,131.47,132.8,1304353
2025-11-24,132.8,134.16,131.64,133,1312272
2025-11-25,133,134.38,131.82,133.21,1320191
2025-11-26,133.21,134.61,132.03,133.43,1328110
2025-11-27,133.43,134.86,132.25,133.68,1336029
2025-11-28,133.68,135.12,132.49,133.93,1343948
2025-12-01,133.93,135.39,132.74,134.2,1351867
2025-12-02,134.2,135.68,133,134.48,1359786
2025-12-03,134.48,135.97,133.28,134.77,1367705
2025-12-04,134.77,136.28,133.57,135.07,1375624
2025-12-05,135.07,136.59,133.86,135.38,1383543
2025-12-08,135.38,136.91,134.17,135.7,1391462
2025-12-09,135.7,137.24,134.49,136.03,1399381
2025-12-10,136.03,137.57,134.81,136.35,1407300
2025-12-11,136.35,137.91,135.14,136.69,1415219
2025-12-12,136.69,138.24,135.47,137.03,1423138
2025-12-15,137.03,138.58,135.81,137.36,1431057
2025-12-16,137.36,138.92,136.14,137.7,1438976
2025-12-17,137.7,139.26,136.48,138.04,1446895
2025-12-18,138.04,139.6,136.82,138.38,1454814
2025-12-19,138.38,139.93,137.16,138.71,1462733
2025-12-22,138.71,140.26,137.5,139.04,1470652
2025-12-23,139.04,140.58,137.83,139.37,1478571
2025-12-24,139.37,140.9,138.16,139.69,1486490
2025-12-25,139.69,141.21,138.48,140,1494409
2025-12-26,140,141.52,138.8,140.31,1502328
